Alloy_ID,Formula_String,WT_Al,WT_Zn,WT_Mg,WT_Cu,Aging_Temp_C,Aging_Time_Hours,Yield_Strength_MPa,Hardness_HV
Paper_Source_4,Al0.908Zn0.057Mg0.026Cu0.008,0.90822254,0.057053318,0.02625802,0.008466122,135,46.91577375,477.6410483,154.044078
Paper_Source_12,Al0.909Zn0.046Mg0.030Cu0.015,0.909253579,0.045673676,0.029994353,0.015078391,120,19.82812813,629.0954702,203.9103299
Paper_Source_6,Al0.879Zn0.086Mg0.030Cu0.005,0.878536924,0.086234681,0.029932737,0.005295658,120,41.86078889,562.6647034,182.1429265
Paper_Source_7,Al0.888Zn0.084Mg0.021Cu0.007,0.888462769,0.083866968,0.021108634,0.006561629,150,37.66331049,522.694538,171.2258831
Paper_Source_2,Al0.905Zn0.053Mg0.025Cu0.017,0.904724429,0.052897081,0.025379748,0.016998741,135,27.4332724,493.6806816,155.6316919
Paper_Source_15,Al0.890Zn0.073Mg0.029Cu0.008,0.890427313,0.072999202,0.028895315,0.00767817,120,35.57633744,554.443769,176.7459722
Paper_Source_5,Al0.877Zn0.081Mg0.027Cu0.015,0.877354751,0.08086111,0.026992948,0.014791192,135,42.22948916,554.9068187,180.6016679
Paper_Source_4,Al0.909Zn0.068Mg0.015Cu0.009,0.908720256,0.067760041,0.014946962,0.008572742,150,19.69666528,484.6244444,154.5172935
Paper_Source_15,Al0.908Zn0.066Mg0.019Cu0.006,0.908014967,0.066482529,0.019010883,0.006491621,120,16.03407517,484.9610867,157.0402384
Paper_Source_14,Al0.927Zn0.052Mg0.013Cu0.009,0.926676614,0.052092615,0.012583188,0.008647583,120,32.21068581,425.7622658,131.2933033
Paper_Source_13,Al0.910Zn0.045Mg0.029Cu0.016,0.910429837,0.044655138,0.029081021,0.015834004,120,38.87268224,450.9073961,152.2438652
Paper_Source_3,Al0.875Zn0.085Mg0.022Cu0.018,0.875180272,0.084860788,0.022123493,0.017835447,150,36.7085439,576.4111085,185.2647709
Paper_Source_7,Al0.883Zn0.085Mg0.015Cu0.017,0.882952943,0.085020903,0.014572856,0.017453298,135,38.39614832,538.4966021,176.693472
Paper_Source_11,Al0.894Zn0.072Mg0.023Cu0.011,0.893953161,0.071655073,0.023434014,0.010957753,120,21.19020745,662.9116562,213.0002252
Paper_Source_12,Al0.906Zn0.057Mg0.022Cu0.015,0.905664669,0.05695149,0.022362565,0.015021277,150,39.34712527,452.4329779,146.9828682
Paper_Source_6,Al0.917Zn0.057Mg0.017Cu0.008,0.917301502,0.057460479,0.017163254,0.008074764,135,6.20993013,431.4217516,142.8981061
Paper_Source_14,Al0.902Zn0.076Mg0.012Cu0.009,0.902033848,0.076297784,0.012271152,0.009397216,150,26.36323215,480.6800007,157.9725798
Paper_Source_7,Al0.873Zn0.085Mg0.023Cu0.018,0.873267986,0.084855513,0.023431464,0.018445037,135,0.773536374,560.3815356,180.2570998
Paper_Source_5,Al0.890Zn0.084Mg0.020Cu0.005,0.890044496,0.084354321,0.020406154,0.005195029,150,15.91782692,651.5850021,209.8505746
Paper_Source_13,Al0.889Zn0.079Mg0.025Cu0.006,0.889277227,0.078993777,0.025446368,0.006282628,135,17.90692291,734.375461,239.4042264
Paper_Source_6,Al0.899Zn0.072Mg0.020Cu0.008,0.899376854,0.072101582,0.02040327,0.008118294,120,19.31820285,598.2809211,198.8269565
Paper_Source_5,Al0.923Zn0.044Mg0.027Cu0.005,0.923351389,0.044206998,0.02704363,0.005397983,135,33.53469232,430.5114402,139.3553648
Paper_Source_14,Al0.923Zn0.048Mg0.021Cu0.008,0.923158896,0.048081436,0.021038137,0.007721532,150,18.95650981,466.1670349,155.269122
Paper_Source_7,Al0.880Zn0.085Mg0.021Cu0.014,0.880107908,0.084927709,0.021218759,0.013745623,150,21.81294707,552.5340625,177.6332583
Paper_Source_2,Al0.891Zn0.070Mg0.028Cu0.011,0.890824107,0.070321453,0.027533072,0.011321368,135,11.78334622,612.2796653,199.8894704
Paper_Source_14,Al0.923Zn0.040Mg0.018Cu0.018,0.923080414,0.040459853,0.018069657,0.018390076,120,18.2294601,479.2884415,157.3620641
Paper_Source_11,Al0.925Zn0.045Mg0.013Cu0.017,0.924984465,0.045073577,0.012680305,0.017261653,120,11.29530729,370.6665631,118.5449578
Paper_Source_5,Al0.906Zn0.073Mg0.011Cu0.010,0.906121998,0.073175088,0.010575654,0.01012726,135,3.976806379,449.4365299,143.1118306
Paper_Source_6,Al0.926Zn0.040Mg0.025Cu0.009,0.925752824,0.040253079,0.025102745,0.008891352,135,29.16380819,413.9156871,136.3846623
Paper_Source_6,Al0.919Zn0.048Mg0.022Cu0.011,0.91885802,0.048040403,0.022406191,0.010695386,150,32.24010793,430.5985117,137.5738534
Paper_Source_15,Al0.895Zn0.067Mg0.024Cu0.014,0.894627291,0.067436689,0.024081595,0.013854424,120,29.92579144,590.022726,188.0940368
Paper_Source_5,Al0.902Zn0.075Mg0.014Cu0.009,0.902125002,0.07459476,0.014259283,0.009020955,,22.51596708,591.5205601,189.1031852
Paper_Source_10,Al0.900Zn0.073Mg0.013Cu0.014,0.900312274,0.072598063,0.01272743,0.014362234,120,18.53982456,562.6888628,180.1735031
Paper_Source_7,Al0.927Zn0.051Mg0.010Cu0.011,0.927354466,0.051213465,0.010290893,0.011141175,135,41.50834835,370.6662277,121.7112936
Paper_Source_10,Al0.894Zn0.076Mg0.017Cu0.013,0.89409858,0.075608961,0.017011751,0.013280708,135,25.15638479,549.8991153,178.6744181
Paper_Source_8,Al0.915Zn0.052Mg0.022Cu0.012,0.914797294,0.051862454,0.021798354,0.011541898,120,23.26113919,653.0128526,212.4384529
Paper_Source_7,Al0.916Zn0.056Mg0.018Cu0.009,0.916468148,0.056269985,0.017844881,0.009416986,135,1.717998126,414.8956192,134.890746
Paper_Source_5,Al0.885Zn0.077Mg0.019Cu0.019,0.884699132,0.07732457,0.018749498,0.0192268,135,16.70927181,717.6986189,230.0310831
Paper_Source_1,Al0.883Zn0.072Mg0.028Cu0.016,0.882981094,0.072481645,0.028083174,0.016454087,150,18.55929189,622.5189295,202.555315
Paper_Source_13,Al0.893Zn0.082Mg0.017Cu0.007,0.893472022,0.082461171,0.016965109,0.007101698,135,19.44408209,703.9800702,230.0464798
Paper_Source_5,Al0.889Zn0.073Mg0.020Cu0.018,0.888812546,0.072880645,0.02027979,0.01802702,135,28.05818754,539.529591,175.5030616
Paper_Source_10,Al0.894Zn0.068Mg0.026Cu0.012,0.893600042,0.06841543,0.02567306,0.012311468,135,25.84612097,544.2835407,176.6994755
Paper_Source_2,Al0.919Zn0.045Mg0.018Cu0.018,0.918967123,0.044683738,0.017930856,0.018418283,150,29.37549191,387.8214371,123.1860531
Paper_Source_13,Al0.902Zn0.058Mg0.022Cu0.017,0.902174647,0.05838579,0.022441734,0.016997829,120,36.83195492,475.7545766,153.998761
Paper_Source_5,Al0.908Zn0.053Mg0.027Cu0.011,0.908114405,0.053260118,0.027247274,0.011378203,150,39.11682259,468.6889055,149.1393662
Paper_Source_5,Al0.913Zn0.052Mg0.029Cu0.005,0.913473066,0.052199482,0.028990412,0.00533704,150,34.61084612,472.8037295,152.4572625
Paper_Source_2,Al0.889Zn0.089Mg0.013Cu0.009,0.889377842,0.088650528,0.01294147,0.00903016,120,45.88737556,517.5698029,162.8573343
Paper_Source_5,Al0.899Zn0.060Mg0.029Cu0.013,0.898688848,0.059654886,0.028531753,0.013124513,150,1.366047677,512.6082505,161.2761042
Paper_Source_13,Al0.881Zn0.085Mg0.020Cu0.015,0.881053173,0.084602328,0.019842326,0.014502173,120,9.79945432,544.5387638,175.1800465
Paper_Source_4,Al0.904Zn0.072Mg0.015Cu0.009,0.904409866,0.071556931,0.015164888,0.008868315,150,0.859236561,467.3393688,149.3835359
Paper_Source_1,Al0.894Zn0.080Mg0.019Cu0.007,0.893986379,0.079740565,0.019182715,0.007090341,120,31.25504892,542.025845,175.1140148
Paper_Source_3,Al0.888Zn0.065Mg0.030Cu0.018,0.88774354,0.065131855,0.029600652,0.017523954,135,43.15645108,526.2847317,169.4323468
Paper_Source_1,Al0.892Zn0.069Mg0.020Cu0.020,0.891536411,0.068845194,0.019852362,0.019766033,150,12.06540909,718.0180569,231.694205
Paper_Source_12,Al0.906Zn0.065Mg0.017Cu0.013,0.90591373,0.064625885,0.016575032,0.012885353,150,44.53414088,461.5209619,150.3992482
Paper_Source_11,Al0.920Zn0.050Mg0.023Cu0.008,0.919994644,0.049762149,0.022668017,0.007575189,150,3.362701039,466.974946,149.478907
Paper_Source_15,Al0.900Zn0.076Mg0.015Cu0.009,0.899989872,0.076122606,0.014802912,0.00908461,150,44.88571127,468.0180873,150.424967
Paper_Source_5,Al0.929Zn0.054Mg0.012Cu0.005,0.929168255,0.054038618,0.011517267,0.00527586,135,17.20207764,585.0757774,192.3716748
Paper_Source_4,Al0.927Zn0.041Mg0.013Cu0.019,0.927492125,0.041215798,0.012577594,0.018714482,150,5.317489351,449.4933848,145.0055764
Paper_Source_7,Al0.908Zn0.072Mg0.013Cu0.007,0.908399202,0.072273615,0.012560917,0.006766266,135,23.57890856,535.9273014,172.4317485
Paper_Source_5,Al0.924Zn0.049Mg0.013Cu0.014,0.924458665,0.048855534,0.013038054,0.013647747,135,12.69688697,487.8615832,157.580986
Paper_Source_10,Al0.891Zn0.087Mg0.013Cu0.009,0.891089699,0.087022929,0.012776543,0.009110828,135,14.03146284,642.9039909,206.9849732
Paper_Source_14,Al0.876Zn0.088Mg0.023Cu0.013,0.876173406,0.087696429,0.022817495,0.01331267,135,15.09627333,733.9950174,234.9986555
Paper_Source_4,Al0.886Zn0.086Mg0.014Cu0.015,0.885847873,0.08574322,0.013637602,0.014771306,120,38.64373015,508.1485788,161.4238218
Paper_Source_2,Al0.907Zn0.059Mg0.017Cu0.017,0.907132592,0.058507935,0.016913346,0.017446127,120,26.11016064,619.7316925,198.0048709
Paper_Source_4,Al0.923Zn0.041Mg0.028Cu0.008,0.923195082,0.040772831,0.027935768,0.008096319,150,15.28711571,573.362069,187.1378041
Paper_Source_12,Al0.889Zn0.086Mg0.019Cu0.005,0.888939902,0.086415928,0.019479233,0.005164937,120,29.49085471,619.6112371,198.2998295
Paper_Source_2,Al0.908Zn0.061Mg0.023Cu0.007,0.908186353,0.061409207,0.023351155,0.007053284,120,34.51715703,478.1154832,153.8434895
Paper_Source_8,Al0.880Zn0.088Mg0.013Cu0.019,0.879720582,0.088332741,0.013446397,0.01850028,150,13.44964003,726.6825233,236.1655579
Paper_Source_3,Al0.880Zn0.088Mg0.014Cu0.018,0.87986487,0.088180999,0.01384578,0.018108351,150,20.14358232,571.3459587,183.60917
Paper_Source_9,Al0.893Zn0.083Mg0.011Cu0.014,0.892570958,0.082650473,0.010817372,0.013961197,150,6.289589434,578.2984547,188.1312919
Paper_Source_13,Al0.918Zn0.055Mg0.013Cu0.014,0.917891101,0.054722445,0.013378701,0.014007753,120,9.104594103,414.5975174,129.889152
Paper_Source_4,Al0.910Zn0.059Mg0.016Cu0.015,0.910197757,0.059254886,0.015571807,0.01497555,120,32.85309806,465.8258189,149.9351015
Paper_Source_13,Al0.896Zn0.083Mg0.014Cu0.008,0.896272388,0.082556834,0.01354021,0.007630569,150,9.118321516,668.6515601,215.8912919
Paper_Source_6,Al0.914Zn0.056Mg0.012Cu0.019,0.91366367,0.0558461,0.011774051,0.018716179,135,25.44526072,486.3017067,156.9293651
Paper_Source_10,Al0.928Zn0.048Mg0.012Cu0.011,0.927831087,0.048474637,0.012412717,0.011281558,150,34.17969743,366.7939693,114.1883385
Paper_Source_5,Al0.902Zn0.068Mg0.019Cu0.011,0.902197284,0.067840063,0.019215575,0.010747078,135,5.576653847,472.6326561,155.4699287
Paper_Source_10,Al0.886Zn0.087Mg0.014Cu0.013,0.886281821,0.086807739,0.014126674,0.012783766,135,27.44733043,533.8768984,170.0816719
Paper_Source_13,Al0.902Zn0.075Mg0.017Cu0.006,0.902208623,0.07480149,0.017285397,0.00570449,150,12.68673223,677.7125294,219.4545378
Paper_Source_1,Al0.904Zn0.069Mg0.020Cu0.007,0.903934346,0.068503059,0.020068345,0.007494251,150,46.23902657,491.9268675,158.705997
Paper_Source_9,Al0.915Zn0.045Mg0.024Cu0.016,0.915262774,0.044858825,0.023807897,0.016070504,150,23.46841822,442.852269,145.3648445
Paper_Source_1,Al0.912Zn0.071Mg0.011Cu0.006,0.912221416,0.070750361,0.010786243,0.00624198,120,38.78464611,423.2756412,142.0092515
Paper_Source_8,Al0.870Zn0.090Mg0.026Cu0.014,0.870461818,0.089502693,0.025988208,0.014047282,135,26.63576075,616.2081338,195.5509062
Paper_Source_9,Al0.922Zn0.047Mg0.023Cu0.009,0.921757555,0.047004201,0.022558008,0.008680237,120,2.562095311,420.9621992,134.1719731
Paper_Source_9,Al0.912Zn0.066Mg0.012Cu0.011,0.911608903,0.065916483,0.011635181,0.010839434,120,30.57469034,505.5437892,163.5513729
Paper_Source_1,Al0.879Zn0.084Mg0.027Cu0.009,0.879329368,0.083868654,0.027471572,0.009330406,150,45.69165875,577.6504262,183.5754639
Paper_Source_2,Al0.884Zn0.077Mg0.028Cu0.010,0.88420903,0.077038431,0.028417448,0.010335091,120,29.07656146,655.7102393,213.4748885
Paper_Source_12,Al0.898Zn0.075Mg0.011Cu0.016,0.898141965,0.074850787,0.011221559,0.015785689,150,39.41147082,463.1626213,151.5157288
Paper_Source_13,Al0.900Zn0.075Mg0.016Cu0.009,0.899881417,0.075124204,0.015537553,0.009456826,135,42.49980701,450.7538574,146.8030928
Paper_Source_1,Al0.902Zn0.058Mg0.026Cu0.013,0.902405347,0.057974558,0.026124026,0.01349607,150,11.33378917,683.9313404,221.2144674
Paper_Source_10,Al0.908Zn0.055Mg0.025Cu0.012,0.908214458,0.054679592,0.024965194,0.012140756,120,10.5721299,477.8288667,157.562616
Paper_Source_2,Al0.891Zn0.080Mg0.014Cu0.015,0.890886454,0.080468058,0.01369042,0.014955067,120,29.52159697,590.7325693,187.6698296
Paper_Source_10,Al0.886Zn0.081Mg0.014Cu0.019,0.886254898,0.08050567,0.014186986,0.019052446,150,20.02385232,519.9523283,167.889728
Paper_Source_12,Al0.883Zn0.083Mg0.017Cu0.016,0.883248361,0.083353616,0.017409442,0.015988581,150,40.39341189,516.0753156,164.6289011
Paper_Source_8,Al0.886Zn0.086Mg0.020Cu0.008,0.886423407,0.085662028,0.01969046,0.008224106,120,43.25109836,535.3311653,174.9122635
Paper_Source_5,Al0.907Zn0.066Mg0.022Cu0.005,0.906600038,0.06556712,0.022365095,0.005467747,,17.28751552,681.5213462,215.2622426
Paper_Source_12,Al0.909Zn0.065Mg0.017Cu0.009,0.908611952,0.065075815,0.017378273,0.008933961,135,11.75135155,519.4779583,167.5033253
Paper_Source_11,Al0.887Zn0.080Mg0.019Cu0.014,0.886908378,0.079914759,0.019250694,0.013926169,150,37.57496197,508.7505007,164.9511615
Paper_Source_7,Al0.897Zn0.072Mg0.025Cu0.006,0.896780997,0.072498197,0.024949419,0.005771387,135,13.55328669,624.7986409,199.1792183
Paper_Source_2,Al0.902Zn0.075Mg0.011Cu0.012,0.901722498,0.075098344,0.010733664,0.012445494,120,39.57418013,450.8510194,143.8703376
Paper_Source_8,Al0.891Zn0.080Mg0.015Cu0.014,0.891208985,0.079789633,0.015048739,0.013952643,150,20.62756705,504.1792569,162.6769174
Paper_Source_11,Al0.881Zn0.085Mg0.024Cu0.010,0.881219083,0.084500267,0.024266992,0.010013658,120,32.20862022,592.7321646,193.591665
Paper_Source_6,Al0.899Zn0.057Mg0.028Cu0.017,0.898632422,0.056899758,0.027904137,0.016563683,120,5.037927407,504.6429349,160.2058704
Paper_Source_8,Al0.914Zn0.059Mg0.020Cu0.007,0.91438833,0.058779148,0.020233549,0.006598974,135,30.13331792,426.2206606,135.3444108
Paper_Source_1,Al0.929Zn0.045Mg0.021Cu0.006,0.928531567,0.044699097,0.02064227,0.006127067,150,21.95896474,428.9091588,141.1717626
Paper_Source_15,Al0.903Zn0.069Mg0.012Cu0.016,0.903019721,0.068914007,0.01214344,0.015922831,150,28.363902,451.954849,145.1094483
Paper_Source_1,Al0.927Zn0.042Mg0.019Cu0.012,0.926822269,0.041797114,0.018948247,0.01243237,135,8.480674868,429.337297,136.5520547
Paper_Source_12,Al0.901Zn0.063Mg0.021Cu0.015,0.900741718,0.063279901,0.020652345,0.015326036,120,35.50150288,481.4991198,157.1440087
Paper_Source_7,Al0.906Zn0.067Mg0.015Cu0.012,0.906495948,0.067132232,0.01484941,0.01152241,120,41.48286118,452.3416477,144.6961681
Paper_Source_8,Al0.922Zn0.054Mg0.015Cu0.009,0.921592042,0.054327063,0.015384865,0.00869603,120,10.7951405,414.6007391,136.3107277
Paper_Source_13,Al0.896Zn0.070Mg0.018Cu0.017,0.895626119,0.069541663,0.017545683,0.017286535,120,5.046441387,473.1366404,150.9654218
Paper_Source_3,Al0.931Zn0.042Mg0.010Cu0.017,0.931082325,0.041525012,0.010401424,0.016991238,150,1.622832837,390.8163036,125.670789
Paper_Source_5,Al0.926Zn0.042Mg0.016Cu0.015,0.92627056,0.041867409,0.016441583,0.015420447,150,30.99364627,374.3720529,123.1276075
Paper_Source_12,Al0.896Zn0.081Mg0.014Cu0.009,0.895558835,0.081130028,0.01422896,0.009082177,135,29.33696671,489.6521373,157.3866502
Paper_Source_1,Al0.912Zn0.058Mg0.017Cu0.014,0.911587061,0.058009532,0.016549947,0.01385346,135,26.4681271,476.3088163,155.5381386
Paper_Source_7,Al0.931Zn0.046Mg0.012Cu0.010,0.930837123,0.046353026,0.012395243,0.010414608,150,11.51748707,575.2540824,185.401964
Paper_Source_5,Al0.900Zn0.066Mg0.028Cu0.006,0.89970356,0.066112163,0.027810546,0.006373731,150,19.06803481,565.8219712,187.477446
Paper_Source_8,Al0.881Zn0.078Mg0.022Cu0.019,0.88086877,0.078499678,0.021871849,0.018759704,120,28.73762592,669.6840116,219.949047
Paper_Source_13,Al0.919Zn0.051Mg0.024Cu0.007,0.918574623,0.050791051,0.023582046,0.007052279,120,24.0964258,652.841203,207.2736958
Paper_Source_8,Al0.884Zn0.071Mg0.026Cu0.019,0.883818491,0.071144524,0.025783425,0.01925356,135,47.41981221,506.3508707,164.6445997
Paper_Source_9,Al0.924Zn0.044Mg0.020Cu0.012,0.924073696,0.044267373,0.019968844,0.011690087,150,6.980888246,517.0129806,164.7373709
Paper_Source_7,Al0.938Zn0.043Mg0.012Cu0.008,0.937900514,0.042584086,0.011738406,0.007776994,135,33.51936632,365.1927958,118.282895
Paper_Source_11,Al0.900Zn0.067Mg0.021Cu0.013,0.899561623,0.066567732,0.020742131,0.013128514,150,19.70514148,511.1447882,165.0563421
Paper_Source_1,Al0.893Zn0.067Mg0.022Cu0.018,0.893137234,0.067031756,0.021736822,0.018094188,120,20.83948171,668.0626016,212.8655975
Paper_Source_13,Al0.887Zn0.072Mg0.025Cu0.016,0.887236342,0.071871495,0.024908789,0.015983373,135,34.58589387,529.1731743,173.3472353
Paper_Source_3,Al0.888Zn0.076Mg0.019Cu0.017,0.887963825,0.076304567,0.018633191,0.017098417,135,33.39071719,494.1812798,159.9215734
Paper_Source_8,Al0.884Zn0.089Mg0.013Cu0.015,0.883774039,0.088792604,0.012551606,0.014881751,150,47.5846597,524.2569282,168.4034305
Paper_Source_3,Al0.903Zn0.066Mg0.016Cu0.015,0.903125316,0.065815017,0.015675518,0.015384148,120,6.598728749,461.8213066,147.8793405
Paper_Source_8,Al0.909Zn0.056Mg0.017Cu0.018,0.908852596,0.056147824,0.017261646,0.017737935,135,5.445208346,452.5978675,146.3487545
Paper_Source_1,Al0.889Zn0.080Mg0.023Cu0.009,0.888577325,0.07975931,0.022918345,0.00874502,,34.90609381,520.1823196,168.8205608
Paper_Source_5,Al0.913Zn0.054Mg0.021Cu0.012,0.912701447,0.053541613,0.021415566,0.012341374,135,27.97337856,459.677645,147.9706718
Paper_Source_4,Al0.913Zn0.062Mg0.017Cu0.008,0.912611353,0.061948571,0.017121935,0.008318142,120,13.52263166,431.3115187,132.051449
Paper_Source_5,Al0.907Zn0.044Mg0.030Cu0.020,0.906531856,0.043922819,0.029730305,0.01981502,150,4.272420027,484.3995933,156.3001601
Paper_Source_8,Al0.917Zn0.041Mg0.022Cu0.019,0.917456076,0.041267537,0.022115496,0.01916089,135,4.568766856,423.8982497,133.1376657
Paper_Source_10,Al0.892Zn0.088Mg0.015Cu0.006,0.891531641,0.088132421,0.014744536,0.005591402,135,42.97406655,515.9845205,165.9229881
Paper_Source_15,Al0.891Zn0.082Mg0.012Cu0.016,0.890581717,0.081799006,0.012035649,0.015583628,120,9.613697924,495.8905908,156.4532961
Paper_Source_14,Al0.893Zn0.075Mg0.013Cu0.019,0.893265382,0.07479871,0.013057183,0.018878725,120,15.8601492,520.8950288,164.4894104
Paper_Source_4,Al0.917Zn0.060Mg0.015Cu0.008,0.916924568,0.060447647,0.014919155,0.00770863,135,11.26617911,487.5461601,160.3607594
Paper_Source_11,Al0.925Zn0.049Mg0.013Cu0.014,0.924602478,0.048664716,0.013213627,0.013519178,150,17.36232453,481.0570466,154.3794625
Paper_Source_4,Al0.920Zn0.048Mg0.014Cu0.019,0.919714483,0.047821852,0.01373134,0.018732324,120,3.79763253,398.0952377,127.4261632
Paper_Source_15,Al0.926Zn0.053Mg0.016Cu0.006,0.926276762,0.052512145,0.015701903,0.00550919,120,25.15534007,604.7537962,196.2881799
Paper_Source_3,Al0.904Zn0.067Mg0.013Cu0.015,0.903609891,0.067461333,0.013467472,0.015461304,120,3.711596771,448.3337059,143.6972998
Paper_Source_7,Al0.887Zn0.076Mg0.028Cu0.009,0.88687466,0.075729796,0.027935308,0.009460235,,38.51693412,542.1439708,180.1446671
Paper_Source_3,Al0.897Zn0.073Mg0.012Cu0.019,0.896519513,0.073009869,0.011604675,0.018865943,135,11.60132389,547.1368771,175.8132174
Paper_Source_12,Al0.906Zn0.054Mg0.020Cu0.020,0.905947204,0.053996695,0.020490228,0.019565874,135,26.15056594,496.4344189,161.0529487
Paper_Source_3,Al0.875Zn0.088Mg0.018Cu0.019,0.874884802,0.087743264,0.018207937,0.019163997,135,42.30375666,556.6690551,181.9980163
Paper_Source_11,Al0.881Zn0.077Mg0.030Cu0.012,0.881344369,0.076894846,0.029647572,0.012113213,150,31.41667503,543.8864775,179.4528839
Paper_Source_10,Al0.902Zn0.068Mg0.012Cu0.018,0.90211088,0.067717703,0.012240778,0.01793064,150,25.81549486,463.5772271,147.6860257
Paper_Source_5,Al0.894Zn0.071Mg0.018Cu0.018,0.89378861,0.070586037,0.017957112,0.017668241,135,15.90585327,672.0786252,215.7546478
Paper_Source_5,Al0.900Zn0.061Mg0.029Cu0.010,0.899844081,0.060980003,0.029389409,0.009786507,150,16.31759087,630.6264168,206.6143561
Paper_Source_14,Al0.903Zn0.052Mg0.027Cu0.017,0.902869576,0.052386549,0.027310143,0.017433732,120,32.30063037,504.3961033,164.7335762
Paper_Source_6,Al0.910Zn0.058Mg0.026Cu0.006,0.91030481,0.057798634,0.026341441,0.005555115,120,47.72161966,451.0838535,148.1988603
Paper_Source_8,Al0.893Zn0.078Mg0.015Cu0.014,0.89300559,0.077892306,0.015158057,0.013944048,120,31.93736152,535.0478153,169.1743081
Paper_Source_10,Al0.937Zn0.041Mg0.013Cu0.008,0.937412441,0.040719674,0.013417752,0.008450133,135,26.99471233,360.8602481,120.276531
Paper_Source_6,Al0.924Zn0.046Mg0.023Cu0.007,0.924015,0.045803632,0.023372864,0.006808503,120,35.20589924,419.344795,133.3689957
Paper_Source_15,Al0.923Zn0.042Mg0.029Cu0.006,0.92295805,0.042300132,0.02858752,0.006154298,150,22.59726658,418.9545454,135.62736
Paper_Source_12,Al0.921Zn0.042Mg0.021Cu0.015,0.92138397,0.04203644,0.021135258,0.015444332,135,3.356761274,420.3056427,135.2119082
Paper_Source_1,Al0.886Zn0.083Mg0.021Cu0.010,0.885696593,0.082773029,0.021432254,0.010098124,150,27.20909875,539.6388873,171.8808533
Paper_Source_15,Al0.893Zn0.075Mg0.016Cu0.016,0.893346024,0.075182893,0.015599582,0.015871502,120,45.98720101,477.7889675,150.594134
Paper_Source_8,Al0.905Zn0.064Mg0.025Cu0.006,0.904921105,0.063708691,0.025389859,0.005980345,120,8.826889762,482.6534372,151.3350369
Paper_Source_8,Al0.932Zn0.045Mg0.014Cu0.010,0.931638062,0.044891708,0.013740875,0.009729355,120,33.27523231,408.0369678,131.9223743
Paper_Source_9,Al0.906Zn0.065Mg0.016Cu0.013,0.905853252,0.064580794,0.016473585,0.013092369,135,10.04435021,507.4575635,159.8826905
Paper_Source_9,Al0.901Zn0.064Mg0.019Cu0.017,0.900956835,0.063673589,0.018508729,0.016860847,150,25.95181501,472.1268003,149.4644289
Paper_Source_2,Al0.921Zn0.049Mg0.020Cu0.010,0.921406411,0.048660093,0.020152208,0.009781288,135,5.092131358,426.1589791,136.9255487
Paper_Source_15,Al0.909Zn0.062Mg0.015Cu0.014,0.909070852,0.061692582,0.014848195,0.014388371,135,21.89261947,575.7538878,179.1300393
Paper_Source_2,Al0.909Zn0.060Mg0.012Cu0.018,0.909488361,0.059925237,0.012296736,0.018289666,120,36.41775812,436.1853674,142.6524065
Paper_Source_3,Al0.893Zn0.071Mg0.022Cu0.014,0.892757146,0.070792505,0.022212401,0.014237948,135,17.0096474,700.8416839,220.0532421
Paper_Source_1,Al0.904Zn0.072Mg0.016Cu0.008,0.903978314,0.071754683,0.015772611,0.008494392,135,32.08330691,455.5012373,146.742452
Paper_Source_4,Al0.931Zn0.042Mg0.022Cu0.005,0.930744023,0.0422652,0.021624764,0.005366012,120,38.28387314,393.4768111,126.9655516
Paper_Source_14,Al0.910Zn0.059Mg0.013Cu0.018,0.910130632,0.058730631,0.013087254,0.018051483,135,44.54094643,434.3448088,141.456383
Paper_Source_4,Al0.904Zn0.071Mg0.020Cu0.005,0.903765161,0.071292996,0.019622802,0.005319041,120,11.64549889,491.0292909,158.2923434
